CYCLE	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	CMDPOS7	out_0.0	in_0.0	
3394	303.000	404.000	-505.000	-181.820	0.000	0	0	
3395	303.000	404.000	-505.000	-183.722	0.000	0	0	
3396	303.000	404.000	-505.000	-185.634	0.000	0	0	
3397	303.000	404.000	-505.000	-187.556	0.000	0	0	
3398	303.000	404.000	-505.000	-189.488	0.000	0	0	
3399	303.000	404.000	-505.000	-191.429	0.000	0	0	
3400	303.000	404.000	-505.000	-193.381	0.000	0	0	
3401	303.000	404.000	-505.000	-195.342	0.000	0	0	
3402	303.000	404.000	-505.000	-197.313	0.000	0	0	
3403	303.000	404.000	-505.000	-199.294	0.000	0	0	
3404	303.000	404.000	-505.000	-201.285	0.000	0	0	
3405	303.000	404.000	-505.000	-203.285	0.000	0	0	
3406	303.000	404.000	-505.000	-205.296	0.000	0	0	
3407	303.000	404.000	-505.000	-207.316	0.000	0	0	
3408	303.000	404.000	-505.000	-209.346	0.000	0	0	
3409	303.000	404.000	-505.000	-211.387	0.000	0	0	
3410	303.000	404.000	-505.000	-213.437	0.000	0	0	
3411	303.000	404.000	-505.000	-215.496	0.000	0	0	
3412	303.000	404.000	-505.000	-217.566	0.000	0	0	
3413	303.000	404.000	-505.000	-219.646	0.000	0	0	
3414	303.000	404.000	-505.000	-221.735	0.000	0	0	
3415	303.000	404.000	-505.000	-223.834	0.000	0	0	
3416	303.000	404.000	-505.000	-225.943	0.000	0	0	
3417	303.000	404.000	-505.000	-228.062	0.000	0	0	
3418	303.000	404.000	-505.000	-230.191	0.000	0	0	
3419	303.000	404.000	-505.000	-232.330	0.000	0	0	
3420	303.000	404.000	-505.000	-234.478	0.000	0	0	
3421	303.000	404.000	-505.000	-236.637	0.000	0	0	
3422	303.000	404.000	-505.000	-238.805	0.000	0	0	
3423	303.000	404.000	-505.000	-240.983	0.000	0	0	
3424	303.000	404.000	-505.000	-243.171	0.000	0	0	
3425	303.000	404.000	-505.000	-245.369	0.000	0	0	
3426	303.000	404.000	-505.000	-247.577	0.000	0	0	
3427	303.000	404.000	-505.000	-249.794	0.000	0	0	
3428	303.000	404.000	-505.000	-252.022	0.000	0	0	
3429	303.000	404.000	-505.000	-254.259	0.000	0	0	
3430	303.000	404.000	-505.000	-256.506	0.000	0	0	
3431	303.000	404.000	-505.000	-258.763	0.000	0	0	
3432	303.000	404.000	-505.000	-261.030	0.000	0	0	
3433	303.000	404.000	-505.000	-263.307	0.000	0	0	
3434	303.000	404.000	-505.000	-265.593	0.000	0	0	
3435	303.000	404.000	-505.000	-267.890	0.000	0	0	
3436	303.000	404.000	-505.000	-270.196	0.000	0	0	
3437	303.000	404.000	-505.000	-272.512	0.000	0	0	
3438	303.000	404.000	-505.000	-274.838	0.000	0	0	
3439	303.000	404.000	-505.000	-277.174	0.000	0	0	
3440	303.000	404.000	-505.000	-279.520	0.000	0	0	
3441	303.000	404.000	-505.000	-281.875	0.000	0	0	
3442	303.000	404.000	-505.000	-284.241	0.000	0	0	
3443	303.000	404.000	-505.000	-286.616	0.000	0	0	
3444	303.000	404.000	-505.000	-289.001	0.000	0	0	
3445	303.000	404.000	-505.000	-291.396	0.000	0	0	
3446	303.000	404.000	-505.000	-293.801	0.000	0	0	
3447	303.000	404.000	-505.000	-296.216	0.000	0	0	
3448	303.000	404.000	-505.000	-298.640	0.000	0	0	
3449	303.000	404.000	-505.000	-301.075	0.000	0	0	
3450	303.000	404.000	-505.000	-303.519	0.000	0	0	
3451	303.000	404.000	-505.000	-305.963	0.000	0	0	
3452	303.000	404.000	-505.000	-308.398	0.000	0	0	
3453	303.000	404.000	-505.000	-310.822	0.000	0	0	
3454	303.000	404.000	-505.000	-313.237	0.000	0	0	
3455	303.000	404.000	-505.000	-315.641	0.000	0	0	
3456	303.000	404.000	-505.000	-318.036	0.000	0	0	
3457	303.000	404.000	-505.000	-320.421	0.000	0	0	
3458	303.000	404.000	-505.000	-322.796	0.000	0	0	
3459	303.000	404.000	-505.000	-325.161	0.000	0	0	
3460	303.000	404.000	-505.000	-327.516	0.000	0	0	
3461	303.000	404.000	-505.000	-329.861	0.000	0	0	
3462	303.000	404.000	-505.000	-332.196	0.000	0	0	
3463	303.000	404.000	-505.000	-334.521	0.000	0	0	
3464	303.000	404.000	-505.000	-336.837	0.000	0	0	
3465	303.000	404.000	-505.000	-339.142	0.000	0	0	
3466	303.000	404.000	-505.000	-341.438	0.000	0	0	
3467	303.000	404.000	-505.000	-343.723	0.000	0	0	
3468	303.000	404.000	-505.000	-345.999	0.000	0	0	
3469	303.000	404.000	-505.000	-348.265	0.000	0	0	
3470	303.000	404.000	-505.000	-350.521	0.000	0	0	
3471	303.000	404.000	-505.000	-352.767	0.000	0	0	
3472	303.000	404.000	-505.000	-355.003	0.000	0	0	
3473	303.000	404.000	-505.000	-357.229	0.000	0	0	
3474	303.000	404.000	-505.000	-359.445	0.000	0	0	
3475	303.000	404.000	-505.000	-361.651	0.000	0	0	
3476	303.000	404.000	-505.000	-363.848	0.000	0	0	
3477	303.000	404.000	-505.000	-366.034	0.000	0	0	
3478	303.000	404.000	-505.000	-368.211	0.000	0	0	
3479	303.000	404.000	-505.000	-370.377	0.000	0	0	
3480	303.000	404.000	-505.000	-372.534	0.000	0	0	
3481	303.000	404.000	-505.000	-374.681	0.000	0	0	
3482	303.000	404.000	-505.000	-376.818	0.000	0	0	
3483	303.000	404.000	-505.000	-378.945	0.000	0	0	
3484	303.000	404.000	-505.000	-381.062	0.000	0	0	
3485	303.000	404.000	-505.000	-383.169	0.000	0	0	
3486	303.000	404.000	-505.000	-385.266	0.000	0	0	
3487	303.000	404.000	-505.000	-387.353	0.000	0	0	
3488	303.000	404.000	-505.000	-389.431	0.000	0	0	
3489	303.000	404.000	-505.000	-391.498	0.000	0	0	
3490	303.000	404.000	-505.000	-393.556	0.000	0	0	
3491	303.000	404.000	-505.000	-395.603	0.000	0	0	
3492	303.000	404.000	-505.000	-397.641	0.000	0	0	
3493	303.000	404.000	-505.000	-399.669	0.000	0	0	
3494	303.000	404.000	-505.000	-401.687	0.000	0	0	
3495	303.000	404.000	-505.000	-403.695	0.000	0	0	
3496	303.000	404.000	-505.000	-405.693	0.000	0	0	
3497	303.000	404.000	-505.000	-407.681	0.000	0	0	
3498	303.000	404.000	-505.000	-409.659	0.000	0	0	
3499	303.000	404.000	-505.000	-411.628	0.000	0	0	
3500	303.000	404.000	-505.000	-413.586	0.000	0	0	
3501	303.000	404.000	-505.000	-415.535	0.000	0	0	
3502	303.000	404.000	-505.000	-417.473	0.000	0	0	
3503	303.000	404.000	-505.000	-419.402	0.000	0	0	
3504	303.000	404.000	-505.000	-421.320	0.000	0	0	
3505	303.000	404.000	-505.000	-423.229	0.000	0	0	
3506	303.000	404.000	-505.000	-425.128	0.000	0	0	
3507	303.000	404.000	-505.000	-427.017	0.000	0	0	
3508	303.000	404.000	-505.000	-428.896	0.000	0	0	
3509	303.000	404.000	-505.000	-430.765	0.000	0	0	
3510	303.000	404.000	-505.000	-432.625	0.000	0	0	
3511	303.000	404.000	-505.000	-434.474	0.000	0	0	
3512	303.000	404.000	-505.000	-436.313	0.000	0	0	
3513	303.000	404.000	-505.000	-438.143	0.000	0	0	
3514	303.000	404.000	-505.000	-439.962	0.000	0	0	
3515	303.000	404.000	-505.000	-441.772	0.000	0	0	
3516	303.000	404.000	-505.000	-443.572	0.000	0	0	
3517	303.000	404.000	-505.000	-445.362	0.000	0	0	
3518	303.000	404.000	-505.000	-447.142	0.000	0	0	
3519	303.000	404.000	-505.000	-448.912	0.000	0	0	
3520	303.000	404.000	-505.000	-450.672	0.000	0	0	
3521	303.000	404.000	-505.000	-452.422	0.000	0	0	
3522	303.000	404.000	-505.000	-454.162	0.000	0	0	
3523	303.000	404.000	-505.000	-455.892	0.000	0	0	
3524	303.000	404.000	-505.000	-457.613	0.000	0	0	
3525	303.000	404.000	-505.000	-459.323	0.000	0	0	
3526	303.000	404.000	-505.000	-461.024	0.000	0	0	
3527	303.000	404.000	-505.000	-462.715	0.000	0	0	
3528	303.000	404.000	-505.000	-464.395	0.000	0	0	
3529	303.000	404.000	-505.000	-466.066	0.000	0	0	
3530	303.000	404.000	-505.000	-467.727	0.000	0	0	
3531	303.000	404.000	-505.000	-469.378	0.000	0	0	
3532	303.000	404.000	-505.000	-471.019	0.000	0	0	
3533	303.000	404.000	-505.000	-472.650	0.000	0	0	
3534	303.000	404.000	-505.000	-474.272	0.000	0	0	
3535	303.000	404.000	-505.000	-475.883	0.000	0	0	
3536	303.000	404.000	-505.000	-477.484	0.000	0	0	
3537	303.000	404.000	-505.000	-479.076	0.000	0	0	
3538	303.000	404.000	-505.000	-480.657	0.000	0	0	
3539	303.000	404.000	-505.000	-482.229	0.000	0	0	
3540	303.000	404.000	-505.000	-483.791	0.000	0	0	
3541	303.000	404.000	-505.000	-485.343	0.000	0	0	
3542	303.000	404.000	-505.000	-486.885	0.000	0	0	
3543	303.000	404.000	-505.000	-488.417	0.000	0	0	
3544	303.000	404.000	-505.000	-489.939	0.000	0	0	
3545	303.000	404.000	-505.000	-491.451	0.000	0	0	
3546	303.000	404.000	-505.000	-492.953	0.000	0	0	
3547	303.000	404.000	-505.000	-494.446	0.000	0	0	
3548	303.000	404.000	-505.000	-495.928	0.000	0	0	
3549	303.000	404.000	-505.000	-497.401	0.000	0	0	
3550	303.000	404.000	-505.000	-498.863	0.000	0	0	
3551	303.000	404.000	-505.000	-500.316	0.000	0	0	
3552	303.000	404.000	-505.000	-501.759	0.000	0	0	
3553	303.000	404.000	-505.000	-503.191	0.000	0	0	
3554	303.000	404.000	-505.000	-504.614	0.000	0	0	
3555	303.000	404.000	-505.000	-506.027	0.000	0	0	
3556	303.000	404.000	-505.000	-507.431	0.000	0	0	
3557	303.000	404.000	-505.000	-508.824	0.000	0	0	
3558	303.000	404.000	-505.000	-510.207	0.000	0	0	
3559	303.000	404.000	-505.000	-511.580	0.000	0	0	
3560	303.000	404.000	-505.000	-512.944	0.000	0	0	
3561	303.000	404.000	-505.000	-514.297	0.000	0	0	
3562	303.000	404.000	-505.000	-515.641	0.000	0	0	
3563	303.000	404.000	-505.000	-516.975	0.000	0	0	
3564	303.000	404.000	-505.000	-518.298	0.000	0	0	
3565	303.000	404.000	-505.000	-519.612	0.000	0	0	
3566	303.000	404.000	-505.000	-520.916	0.000	0	0	
3567	303.000	404.000	-505.000	-522.210	0.000	0	0	
3568	303.000	404.000	-505.000	-523.494	0.000	0	0	
3569	303.000	404.000	-505.000	-524.769	0.000	0	0	
3570	303.000	404.000	-505.000	-526.033	0.000	0	0	
3571	303.000	404.000	-505.000	-527.287	0.000	0	0	
3572	303.000	404.000	-505.000	-528.532	0.000	0	0	
3573	303.000	404.000	-505.000	-529.766	0.000	0	0	
3574	303.000	404.000	-505.000	-530.991	0.000	0	0	
3575	303.000	404.000	-505.000	-532.206	0.000	0	0	
3576	303.000	404.000	-505.000	-533.410	0.000	0	0	
3577	303.000	404.000	-505.000	-534.605	0.000	0	0	
3578	303.000	404.000	-505.000	-535.790	0.000	0	0	
3579	303.000	404.000	-505.000	-536.965	0.000	0	0	
3580	303.000	404.000	-505.000	-538.130	0.000	0	0	
3581	303.000	404.000	-505.000	-539.286	0.000	0	0	
3582	303.000	404.000	-505.000	-540.431	0.000	0	0	
3583	303.000	404.000	-505.000	-541.566	0.000	0	0	
3584	303.000	404.000	-505.000	-542.692	0.000	0	0	
3585	303.000	404.000	-505.000	-543.807	0.000	0	0	
3586	303.000	404.000	-505.000	-544.913	0.000	0	0	
3587	303.000	404.000	-505.000	-546.009	0.000	0	0	
3588	303.000	404.000	-505.000	-547.094	0.000	0	0	
3589	303.000	404.000	-505.000	-548.170	0.000	0	0	
3590	303.000	404.000	-505.000	-549.236	0.000	0	0	
3591	303.000	404.000	-505.000	-550.292	0.000	0	0	
3592	303.000	404.000	-505.000	-551.338	0.000	0	0	
3593	303.000	404.000	-505.000	-552.375	0.000	0	0	
3594	303.000	404.000	-505.000	-553.401	0.000	0	0	
3595	303.000	404.000	-505.000	-554.417	0.000	0	0	
3596	303.000	404.000	-505.000	-555.424	0.000	0	0	
3597	303.000	404.000	-505.000	-556.420	0.000	0	0	
3598	303.000	404.000	-505.000	-557.407	0.000	0	0	
3599	303.000	404.000	-505.000	-558.384	0.000	0	0	
3600	303.000	404.000	-505.000	-559.350	0.000	0	0	
3601	303.000	404.000	-505.000	-560.307	0.000	0	0	
3602	303.000	404.000	-505.000	-561.254	0.000	0	0	
3603	303.000	404.000	-505.000	-562.191	0.000	0	0	
3604	303.000	404.000	-505.000	-563.118	0.000	0	0	
3605	303.000	404.000	-505.000	-564.036	0.000	0	0	
3606	303.000	404.000	-505.000	-564.943	0.000	0	0	
3607	303.000	404.000	-505.000	-565.840	0.000	0	0	
3608	303.000	404.000	-505.000	-566.728	0.000	0	0	
3609	303.000	404.000	-505.000	-567.605	0.000	0	0	
3610	303.000	404.000	-505.000	-568.473	0.000	0	0	
3611	303.000	404.000	-505.000	-569.331	0.000	0	0	
3612	303.000	404.000	-505.000	-570.179	0.000	0	0	
3613	303.000	404.000	-505.000	-571.017	0.000	0	0	
3614	303.000	404.000	-505.000	-571.845	0.000	0	0	
3615	303.000	404.000	-505.000	-572.663	0.000	0	0	
3616	303.000	404.000	-505.000	-573.471	0.000	0	0	
3617	303.000	404.000	-505.000	-574.269	0.000	0	0	
3618	303.000	404.000	-505.000	-575.057	0.000	0	0	
3619	303.000	404.000	-505.000	-575.836	0.000	0	0	
3620	303.000	404.000	-505.000	-576.604	0.000	0	0	
3621	303.000	404.000	-505.000	-577.363	0.000	0	0	
3622	303.000	404.000	-505.000	-578.111	0.000	0	0	
3623	303.000	404.000	-505.000	-578.850	0.000	0	0	
3624	303.000	404.000	-505.000	-579.579	0.000	0	0	
3625	303.000	404.000	-505.000	-580.298	0.000	0	0	
3626	303.000	404.000	-505.000	-581.007	0.000	0	0	
3627	303.000	404.000	-505.000	-581.706	0.000	0	0	
3628	303.000	404.000	-505.000	-582.395	0.000	0	0	
3629	303.000	404.000	-505.000	-583.074	0.000	0	0	
3630	303.000	404.000	-505.000	-583.744	0.000	0	0	
3631	303.000	404.000	-505.000	-584.403	0.000	0	0	
3632	303.000	404.000	-505.000	-585.053	0.000	0	0	
3633	303.000	404.000	-505.000	-585.692	0.000	0	0	
3634	303.000	404.000	-505.000	-586.322	0.000	0	0	
3635	303.000	404.000	-505.000	-586.942	0.000	0	0	
3636	303.000	404.000	-505.000	-587.551	0.000	0	0	
3637	303.000	404.000	-505.000	-588.151	0.000	0	0	
3638	303.000	404.000	-505.000	-588.741	0.000	0	0	
3639	303.000	404.000	-505.000	-589.321	0.000	0	0	
3640	303.000	404.000	-505.000	-589.892	0.000	0	0	
3641	303.000	404.000	-505.000	-590.452	0.000	0	0	
3642	303.000	404.000	-505.000	-591.002	0.000	0	0	
3643	303.000	404.000	-505.000	-591.543	0.000	0	0	
3644	303.000	404.000	-505.000	-592.073	0.000	0	0	
3645	303.000	404.000	-505.000	-592.594	0.000	0	0	
3646	303.000	404.000	-505.000	-593.104	0.000	0	0	
3647	303.000	404.000	-505.000	-593.605	0.000	0	0	
3648	303.000	404.000	-505.000	-594.096	0.000	0	0	
3649	303.000	404.000	-505.000	-594.577	0.000	0	0	
3650	303.000	404.000	-505.000	-595.048	0.000	0	0	
3651	303.000	404.000	-505.000	-595.509	0.000	0	0	
3652	303.000	404.000	-505.000	-595.960	0.000	0	0	
3653	303.000	404.000	-505.000	-596.401	0.000	0	0	
3654	303.000	404.000	-505.000	-596.833	0.000	0	0	
3655	303.000	404.000	-505.000	-597.254	0.000	0	0	
3656	303.000	404.000	-505.000	-597.666	0.000	0	0	
3657	303.000	404.000	-505.000	-598.067	0.000	0	0	
3658	303.000	404.000	-505.000	-598.459	0.000	0	0	
3659	303.000	404.000	-505.000	-598.841	0.000	0	0	
3660	303.000	404.000	-505.000	-599.213	0.000	0	0	
3661	303.000	404.000	-505.000	-599.574	0.000	0	0	
3662	303.000	404.000	-505.000	-599.926	0.000	0	0	
3663	303.000	404.000	-505.000	-600.269	0.000	0	0	
3664	303.000	404.000	-505.000	-600.601	0.000	0	0	
3665	303.000	404.000	-505.000	-600.923	0.000	0	0	
3666	303.000	404.000	-505.000	-601.235	0.000	0	0	
3667	303.000	404.000	-505.000	-601.538	0.000	0	0	
3668	303.000	404.000	-505.000	-601.830	0.000	0	0	
3669	303.000	404.000	-505.000	-602.113	0.000	0	0	
3670	303.000	404.000	-505.000	-602.386	0.000	0	0	
3671	303.000	404.000	-505.000	-602.648	0.000	0	0	
3672	303.000	404.000	-505.000	-602.901	0.000	0	0	
3673	303.000	404.000	-505.000	-603.144	0.000	0	0	
3674	303.000	404.000	-505.000	-603.377	0.000	0	0	
3675	303.000	404.000	-505.000	-603.600	0.000	0	0	
3676	303.000	404.000	-505.000	-603.814	0.000	0	0	
3677	303.000	404.000	-505.000	-604.017	0.000	0	0	
3678	303.000	404.000	-505.000	-604.210	0.000	0	0	
3679	303.000	404.000	-505.000	-604.394	0.000	0	0	
3680	303.000	404.000	-505.000	-604.567	0.000	0	0	
3681	303.000	404.000	-505.000	-604.731	0.000	0	0	
3682	303.000	404.000	-505.000	-604.884	0.000	0	0	
3683	303.000	404.000	-505.000	-605.028	0.000	0	0	
3684	303.000	404.000	-505.000	-605.162	0.000	0	0	
3685	303.000	404.000	-505.000	-605.286	0.000	0	0	
3686	303.000	404.000	-505.000	-605.400	0.000	0	0	
3687	303.000	404.000	-505.000	-605.504	0.000	0	0	
3688	303.000	404.000	-505.000	-605.598	0.000	0	0	
3689	303.000	404.000	-505.000	-605.683	0.000	0	0	
3690	303.000	404.000	-505.000	-605.757	0.000	0	0	
3691	303.000	404.000	-505.000	-605.822	0.000	0	0	
3692	303.000	404.000	-505.000	-605.876	0.000	0	0	
3693	303.000	404.000	-505.000	-605.921	0.000	0	0	
3694	303.000	404.000	-505.000	-605.955	0.000	0	0	
3695	303.000	404.000	-505.000	-605.980	0.000	0	0	
3696	303.000	404.000	-505.000	-605.995	0.000	0	0	
3697	303.000	404.000	-505.000	-606.000	0.000	0	0	
3698	303.000	404.000	-505.000	-606.000	0.000	0	0	
3699	303.000	404.000	-505.000	-606.000	9.923	0	0	
3700	303.000	404.000	-505.000	-606.000	19.775	0	0	
3701	303.000	404.000	-505.000	-606.000	29.558	0	0	
3702	303.000	404.000	-505.000	-606.000	39.270	0	0	
3703	303.000	404.000	-505.000	-606.000	48.912	0	0	
3704	303.000	404.000	-505.000	-606.000	58.484	0	0	
3705	303.000	404.000	-505.000	-606.000	67.986	0	0	
3706	303.000	404.000	-505.000	-606.000	77.418	0	0	
3707	303.000	404.000	-505.000	-606.000	86.780	0	0	
3708	303.000	404.000	-505.000	-606.000	96.071	0	0	
3709	303.000	404.000	-505.000	-606.000	105.293	0	0	
3710	303.000	404.000	-505.000	-606.000	114.444	0	0	
3711	303.000	404.000	-505.000	-606.000	123.525	0	0	
3712	303.000	404.000	-505.000	-606.000	132.536	0	0	
3713	303.000	404.000	-505.000	-606.000	141.477	0	0	
3714	303.000	404.000	-505.000	-606.000	150.348	0	0	
3715	303.000	404.000	-505.000	-606.000	159.149	0	0	
3716	303.000	404.000	-505.000	-606.000	167.879	0	0	
3717	303.000	404.000	-505.000	-606.000	176.540	0	0	
3718	303.000	404.000	-505.000	-606.000	185.130	0	0	
3719	303.000	404.000	-505.000	-606.000	193.650	0	0	
3720	303.000	404.000	-505.000	-606.000	202.100	0	0	
3721	303.000	404.000	-505.000	-606.000	210.480	0	0	
3722	303.000	404.000	-505.000	-606.000	218.790	0	0	
3723	303.000	404.000	-505.000	-606.000	227.030	0	0	
3724	303.000	404.000	-505.000	-606.000	235.199	0	0	
3725	303.000	404.000	-505.000	-606.000	243.299	0	0	
3726	303.000	404.000	-505.000	-606.000	251.328	0	0	
3727	303.000	404.000	-505.000	-606.000	259.287	0	0	
3728	303.000	404.000	-505.000	-606.000	267.176	0	0	
3729	303.000	404.000	-505.000	-606.000	274.995	0	0	
3730	303.000	404.000	-505.000	-606.000	282.744	0	0	
3731	303.000	404.000	-505.000	-606.000	290.423	0	0	
3732	303.000	404.000	-505.000	-606.000	298.031	0	0	
3733	303.000	404.000	-505.000	-606.000	305.570	0	0	
3734	303.000	404.000	-505.000	-606.000	313.038	0	0	
3735	303.000	404.000	-505.000	-606.000	320.436	0	0	
3736	303.000	404.000	-505.000	-606.000	327.764	0	0	
3737	303.000	404.000	-505.000	-606.000	335.022	0	0	
3738	303.000	404.000	-505.000	-606.000	342.210	0	0	
3739	303.000	404.000	-505.000	-606.000	349.328	0	0	
3740	303.000	404.000	-505.000	-606.000	356.375	0	0	
3741	303.000	404.000	-505.000	-606.000	363.353	0	0	
3742	303.000	404.000	-505.000	-606.000	370.260	0	0	
3743	303.000	404.000	-505.000	-606.000	377.097	0	0	
3744	303.000	404.000	-505.000	-606.000	383.864	0	0	
3745	303.000	404.000	-505.000	-606.000	390.561	0	0	
3746	303.000	404.000	-505.000	-606.000	397.188	0	0	
3747	303.000	404.000	-505.000	-606.000	403.745	0	0	
3748	303.000	404.000	-505.000	-606.000	410.231	0	0	
3749	303.000	404.000	-505.000	-606.000	416.648	0	0	
3750	303.000	404.000	-505.000	-606.000	422.994	0	0	
3751	303.000	404.000	-505.000	-606.000	429.270	0	0	
3752	303.000	404.000	-505.000	-606.000	435.476	0	0	
3753	303.000	404.000	-505.000	-606.000	441.612	0	0	
3754	303.000	404.000	-505.000	-606.000	447.678	0	0	
3755	303.000	404.000	-505.000	-606.000	453.674	0	0	
3756	303.000	404.000	-505.000	-606.000	459.599	0	0	
3757	303.000	404.000	-505.000	-606.000	465.455	0	0	
3758	303.000	404.000	-505.000	-606.000	471.240	0	0	
3759	303.000	404.000	-505.000	-606.000	476.955	0	0	
3760	303.000	404.000	-505.000	-606.000	482.600	0	0	
3761	303.000	404.000	-505.000	-606.000	488.175	0	0	
3762	303.000	404.000	-505.000	-606.000	493.680	0	0	
3763	303.000	404.000	-505.000	-606.000	499.115	0	0	
3764	303.000	404.000	-505.000	-606.000	504.479	0	0	
3765	303.000	404.000	-505.000	-606.000	509.774	0	0	
3766	303.000	404.000	-505.000	-606.000	514.998	0	0	
3767	303.000	404.000	-505.000	-606.000	520.152	0	0	
3768	303.000	404.000	-505.000	-606.000	525.236	0	0	
3769	303.000	404.000	-505.000	-606.000	530.250	0	0	
3770	303.000	404.000	-505.000	-606.000	535.194	0	0	
3771	303.000	404.000	-505.000	-606.000	540.067	0	0	
3772	303.000	404.000	-505.000	-606.000	544.871	0	0	
3773	303.000	404.000	-505.000	-606.000	549.604	0	0	
3774	303.000	404.000	-505.000	-606.000	554.268	0	0	
3775	303.000	404.000	-505.000	-606.000	558.861	0	0	
3776	303.000	404.000	-505.000	-606.000	563.384	0	0	
3777	303.000	404.000	-505.000	-606.000	567.837	0	0	
3778	303.000	404.000	-505.000	-606.000	572.220	0	0	
3779	303.000	404.000	-505.000	-606.000	576.532	0	0	
3780	303.000	404.000	-505.000	-606.000	580.775	0	0	
3781	303.000	404.000	-505.000	-606.000	584.947	0	0	
3782	303.000	404.000	-505.000	-606.000	589.050	0	0	
3783	303.000	404.000	-505.000	-606.000	593.082	0	0	
3784	303.000	404.000	-505.000	-606.000	597.044	0	0	
3785	303.000	404.000	-505.000	-606.000	600.936	0	0	
3786	303.000	404.000	-505.000	-606.000	604.758	0	0	
3787	303.000	404.000	-505.000	-606.000	608.509	0	0	
3788	303.000	404.000	-505.000	-606.000	612.191	0	0	
3789	303.000	404.000	-505.000	-606.000	615.802	0	0	
3790	303.000	404.000	-505.000	-606.000	619.344	0	0	
3791	303.000	404.000	-505.000	-606.000	622.815	0	0	
3792	303.000	404.000	-505.000	-606.000	626.216	0	0	
3793	303.000	404.000	-505.000	-606.000	629.547	0	0	
3794	303.000	404.000	-505.000	-606.000	632.808	0	0	
3795	303.000	404.000	-505.000	-606.000	635.998	0	0	
3796	303.000	404.000	-505.000	-606.000	639.119	0	0	
3797	303.000	404.000	-505.000	-606.000	642.169	0	0	
3798	303.000	404.000	-505.000	-606.000	645.150	0	0	
3799	303.000	404.000	-505.000	-606.000	648.060	0	0	
3800	303.000	404.000	-505.000	-606.000	650.900	0	0	
3801	303.000	404.000	-505.000	-606.000	653.670	0	0	
3802	303.000	404.000	-505.000	-606.000	656.370	0	0	
3803	303.000	404.000	-505.000	-606.000	658.999	0	0	
3804	303.000	404.000	-505.000	-606.000	661.559	0	0	
3805	303.000	404.000	-505.000	-606.000	664.048	0	0	
3806	303.000	404.000	-505.000	-606.000	666.468	0	0	
3807	303.000	404.000	-505.000	-606.000	668.817	0	0	
3808	303.000	404.000	-505.000	-606.000	671.096	0	0	
3809	303.000	404.000	-505.000	-606.000	673.305	0	0	
3810	303.000	404.000	-505.000	-606.000	675.444	0	0	
3811	303.000	404.000	-505.000	-606.000	677.512	0	0	
3812	303.000	404.000	-505.000	-606.000	679.511	0	0	
3813	303.000	404.000	-505.000	-606.000	681.439	0	0	
3814	303.000	404.000	-505.000	-606.000	683.298	0	0	
3815	303.000	404.000	-505.000	-606.000	685.086	0	0	
3816	303.000	404.000	-505.000	-606.000	686.804	0	0	
3817	303.000	404.000	-505.000	-606.000	688.452	0	0	
3818	303.000	404.000	-505.000	-606.000	690.030	0	0	
3819	303.000	404.000	-505.000	-606.000	691.537	0	0	
3820	303.000	404.000	-505.000	-606.000	692.975	0	0	
3821	303.000	404.000	-505.000	-606.000	694.342	0	0	
3822	303.000	404.000	-505.000	-606.000	695.640	0	0	
3823	303.000	404.000	-505.000	-606.000	696.867	0	0	
3824	303.000	404.000	-505.000	-606.000	698.024	0	0	
3825	303.000	404.000	-505.000	-606.000	699.111	0	0	
3826	303.000	404.000	-505.000	-606.000	700.128	0	0	
3827	303.000	404.000	-505.000	-606.000	701.074	0	0	
3828	303.000	404.000	-505.000	-606.000	701.951	0	0	
3829	303.000	404.000	-505.000	-606.000	702.757	0	0	
3830	303.000	404.000	-505.000	-606.000	703.494	0	0	
3831	303.000	404.000	-505.000	-606.000	704.160	0	0	
3832	303.000	404.000	-505.000	-606.000	704.756	0	0	
3833	303.000	404.000	-505.000	-606.000	705.282	0	0	
3834	303.000	404.000	-505.000	-606.000	705.738	0	0	
3835	303.000	404.000	-505.000	-606.000	706.123	0	0	
3836	303.000	404.000	-505.000	-606.000	706.439	0	0	
3837	303.000	404.000	-505.000	-606.000	706.684	0	0	
3838	303.000	404.000	-505.000	-606.000	706.860	0	0	
3839	303.000	404.000	-505.000	-606.000	706.965	0	0	
3840	303.000	404.000	-505.000	-606.000	707.000	0	0	
3841	303.000	404.000	-505.000	-606.000	707.000	0	0	
3842	303.000	404.000	-505.000	-606.000	707.000	0	0	
3843	303.000	404.000	-505.000	-606.000	707.000	0	0	
3844	303.000	404.000	-505.000	-606.000	707.000	0	0	
3845	303.000	404.000	-505.000	-606.000	707.000	0	0	
3846	303.000	404.000	-505.000	-606.000	707.000	0	0	
3847	303.000	404.000	-505.000	-606.000	707.000	0	0	
3848	303.000	404.000	-505.000	-606.000	707.000	0	0	
3849	303.000	404.000	-505.000	-606.000	707.000	0	0	
3850	303.000	404.000	-505.000	-606.000	707.000	0	0	
3851	303.000	404.000	-505.000	-606.000	707.000	0	0	
3852	303.000	404.000	-505.000	-606.000	707.000	0	0	
3853	303.000	404.000	-505.000	-606.000	707.000	0	0	
3854	303.000	404.000	-505.000	-606.000	707.000	0	0	
3855	303.000	404.000	-505.000	-606.000	707.000	0	0	
3856	303.000	404.000	-505.000	-606.000	707.000	0	0	
3857	303.000	404.000	-505.000	-606.000	707.000	0	0	
